RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
W232-044	No	18-MAR-2014	Yes	200927	Adult	201999	1596	0	1.69	Desserts	2	 	Wendy's	Medium Vanilla Frosty	390	10	6	40	190	65	55	11	 	 	 	3	 	W232
W232-045	No	18-MAR-2014	Yes	200928	Adult	202000	1333	0	.99	Sandwiches	2	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-045	No	18-MAR-2014	Yes	200928	Adult	202001	1778	0	2.09	Cold Beverage	1	 	Wendy's	Strawberry Lemonade-Medium	320	0	0	0	25	79	74	0	 	 	 	3	 	W232
W232-046	No	18-MAR-2014	Yes	200930	Adult	202009	1442	0	 	Sandwiches	1	200911	Wendy's	premium cod fillet sandwich	510	26	6	50	970	51	7	18	1	6.19	0	3	 	W232
W232-046	No	18-MAR-2014	Yes	200930	Adult	202010	1202	0	 	Cold Beverage	1	200911	Wendy's	Sprite, Medium Cup	240	0	0	0	55	34	64	0	1	6.19	0	3	 	W232
W232-046	No	18-MAR-2014	Yes	200930	Adult	202011	1341	0	 	Side Item	1	200911	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	6.19	0	3	 	W232
W232-047	No	18-MAR-2014	No	200929	Adult	202005	1267	0	.99	Desserts	1	 	Wendy's	Vanilla Frosty, Small	280	7	4.5	30	135	47	40	7	 	 	 	3	 	W232
W232-047	No	18-MAR-2014	No	200929	Adult	202006	900617	0	.99	Sandwiches	1	 	Wendy's	Spicy Chipotle Crispy Chicken Sandwich	420	23	6	50	1100	36	4	17	 	 	 	3	 	W232
W232-047	No	18-MAR-2014	No	200929	Adult	202007	1313	0	.5	Food Extras	1	 	Wendy's	American Cheese	40	3.5	2	10	200	0	0	2	 	 	 	3	 	W232
W232-047	No	18-MAR-2014	No	200929	Adult	202008	1770	0	.99	Sandwiches	1	 	Wendy's	Spicy Chipotle Jr. Cheeseburger	340	18	7	55	930	24	4	17	 	 	 	3	 	W232
W232-048	No	18-MAR-2014	No	200931	Adult	202012	1168	0	 	Sandwiches	1	200912	Wendy's	1/2 lb. Double	800	48	21	175	1530	42	10	50	1	8.28	0	3	 	W232
W232-048	No	18-MAR-2014	No	200931	Adult	202013	1202	0	 	Cold Beverage	1	200912	Wendy's	Sprite, Medium Cup	240	0	0	0	55	34	64	0	1	8.28	0	3	 	W232
W232-048	No	18-MAR-2014	No	200931	Adult	202014	1341	0	 	Side Item	1	200912	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	8.28	0	3	 	W232
W232-049	No	18-MAR-2014	No	200932	Adult	202015	1175	0	.99	Sandwiches	2	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-050	No	18-MAR-2014	No	200933	Adult	202016	1267	0	.99	Desserts	1	 	Wendy's	Vanilla Frosty, Small	280	7	4.5	30	135	47	40	7	 	 	 	3	 	W232
W232-050	No	18-MAR-2014	No	200933	Adult	202017	1183	0	.99	Other-Entree	1	 	Wendy's	4 Piece Chicken Nuggets	180	11	2.5	25	370	11	1	8	 	 	 	3	 	W232
W232-050	No	18-MAR-2014	No	200933	Adult	202018	1268	0	0	Food Extras	1	 	Wendy's	Heartland Ranch Dipping Sauce	120	12	1.5	10	240	3	2	0	 	 	 	3	 	W232
W232-051	No	18-MAR-2014	No	200934	Adult	202019	900624	0	4.69	Salads	1	 	Wendy's	Asian Cashew Chicken Salad w/ Asian Chili Vinaigrette, Half Size	230	10	1.5	45	520	19	10	19	 	 	 	3	 	W232
W232-052	No	18-MAR-2014	No	200935	Adult	202020	1453	0	.99	Hot Beverage	1	 	Wendy's	Coffee (medium)	0	0	0	0	0	0	0	0	 	 	 	3	 	W232
W232-052	No	18-MAR-2014	No	200935	Adult	202021	1442	0	 	Sandwiches	1	200916	Wendy's	premium cod fillet sandwich	510	26	6	50	970	51	7	18	1	7.18	0	3	 	W232
W232-052	No	18-MAR-2014	No	200935	Adult	202022	1313	0	 	Food Extras	1	200916	Wendy's	American Cheese	40	3.5	2	10	200	0	0	2	1	7.18	0	3	 	W232
W232-052	No	18-MAR-2014	No	200935	Adult	202023	1448	0	 	Cold Beverage	1	200916	Wendy's	Sweetened iced tea (medium)	80	0	0	0	15	23	23	0	1	7.18	0	3	 	W232
W232-052	No	18-MAR-2014	No	200935	Adult	202024	1341	0	 	Side Item	1	200916	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	7.18	0	3	 	W232
W232-053	No	18-MAR-2014	No	200936	Adult	202025	1344	0	2.79	Side Item	1	 	Wendy's	Large Chili	310	9	3.5	60	1330	31	10	26	 	 	 	3	 	W232
W232-053	No	18-MAR-2014	No	200936	Adult	202026	1277	0	0	Food Extras	1	 	Wendy's	Cheddar Cheese, Shredded	70	6	3.5	15	110	1	0	4	 	 	 	3	 	W232
W232-054	No	18-MAR-2014	Yes	200937	Adult	202027	1175	0	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-054	No	18-MAR-2014	Yes	200937	Adult	202028	1183	0	.99	Other-Entree	1	 	Wendy's	4 Piece Chicken Nuggets	180	11	2.5	25	370	11	1	8	 	 	 	3	 	W232
W232-054	No	18-MAR-2014	Yes	200937	Adult	202029	1271	0	0	Food Extras	1	 	Wendy's	Barbecue Nugget Sauce	45	0	0	0	120	11	4	0	 	 	 	3	 	W232
W232-054	No	18-MAR-2014	Yes	200937	Adult	202030	1266	0	.99	Desserts	1	 	Wendy's	Chocolate Frosty, Small	300	8	5	30	140	49	42	7	 	 	 	3	 	W232
W232-054	No	18-MAR-2014	Yes	200937	Adult	202031	1333	0	.99	Sandwiches	1	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-055	No	18-MAR-2014	No	200938	Adult	202032	1770	0	.99	Sandwiches	2	 	Wendy's	Spicy Chipotle Jr. Cheeseburger	340	18	7	55	930	24	4	17	 	 	 	3	 	W232
W232-055	No	18-MAR-2014	No	200938	Adult	202033	900617	0	.99	Sandwiches	2	 	Wendy's	Spicy Chipotle Crispy Chicken Sandwich	420	23	6	50	1100	36	4	17	 	 	 	3	 	W232
W232-056	No	18-MAR-2014	No	200939	Adult	202034	1344	0	2.29	Side Item	1	 	Wendy's	Large Chili	310	9	3.5	60	1330	31	10	26	 	 	 	3	 	W232
W232-056	No	18-MAR-2014	No	200939	Adult	202035	1596	0	1.69	Desserts	1	 	Wendy's	Medium Vanilla Frosty	390	10	6	40	190	65	55	11	 	 	 	3	 	W232
W232-056	No	18-MAR-2014	No	200939	Adult	202036	900615	0	4.39	Sandwiches	1	 	Wendy's	1/4 lb. Single w/o cheese	500	24	8	75	830	41	9	26	 	 	 	3	 	W232
W232-056	No	18-MAR-2014	No	200939	Adult	202037	1202	0	2.09	Cold Beverage	1	 	Wendy's	Sprite, Medium Cup	240	0	0	0	55	34	64	0	 	 	 	3	 	W232
W232-057	No	18-MAR-2014	Yes	200940	Adult	202038	1170	0	 	Sandwiches	1	200921	Wendy's	1/4 lb. Single	580	33	14	105	1240	42	10	31	1	6.59	0	3	 	W232
W232-057	No	18-MAR-2014	Yes	200940	Adult	202039	1211	0	 	Cold Beverage	1	200921	Wendy's	Sprite, Small Cup	160	0	0	0	35	43	43	0	1	6.59	0	3	 	W232
W232-057	No	18-MAR-2014	Yes	200940	Adult	202040	1343	0	 	Side Item	1	200921	Wendy's	Small Natural-Cut Fries	320	16	3	0	350	42	0	4	1	6.59	0	3	 	W232
W232-058	No	18-MAR-2014	Yes	200941	Adult	202041	1166	0	 	Sandwiches	1	200922	Wendy's	3/4 lb. Triple	1060	67	30	255	2020	42	10	72	1	9.28	0	3	 	W232
W232-058	No	18-MAR-2014	Yes	200941	Adult	202042	1202	0	 	Cold Beverage	1	200922	Wendy's	Sprite, Medium Cup	240	0	0	0	55	34	64	0	1	9.28	0	3	 	W232
W232-058	No	18-MAR-2014	Yes	200941	Adult	202043	1341	0	 	Side Item	1	200922	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	9.28	0	3	 	W232
W232-059	No	18-MAR-2014	Yes	200942	Adult	202044	1333	0	.99	Sandwiches	1	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-059	No	18-MAR-2014	Yes	200942	Adult	202045	1181	0	1.79	Other-Entree	1	 	Wendy's	6 Piece Chicken Nuggets	270	17	4	40	560	16	0	12	 	 	 	3	 	W232
W232-059	No	18-MAR-2014	Yes	200942	Adult	202046	1269	0	0	Food Extras	1	 	Wendy's	Honey Mustard Nugget Sauce	80	6	1	10	220	7	3	0	 	 	 	3	 	W232
W232-059	No	18-MAR-2014	Yes	200942	Adult	202047	1451	0	1.29	Side Item	1	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-059	No	18-MAR-2014	Yes	200942	Adult	202048	1266	0	.99	Desserts	1	 	Wendy's	Chocolate Frosty, Small	300	8	5	30	140	49	42	7	 	 	 	3	 	W232
W232-060	No	18-MAR-2014	No	200943	Adult	202049	1442	0	 	Sandwiches	1	200924	Wendy's	premium cod fillet sandwich	510	26	6	50	970	51	7	18	1	7.98	0	3	 	W232
W232-060	No	18-MAR-2014	No	200943	Adult	202050	1262	0	 	Desserts	1	200924	Wendy's	Strawberry Frosty Shake, Small	550	13	8	45	170	99	90	9	1	7.98	0	3	 	W232
W232-060	No	18-MAR-2014	No	200943	Adult	202051	1341	0	 	Side Item	1	200924	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	7.98	0	3	 	W232
W232-061	No	18-MAR-2014	Yes	200944	Adult	202052	1453	0	.99	Hot Beverage	1	 	Wendy's	Coffee (medium)	0	0	0	0	0	0	0	0	 	 	 	3	 	W232
W232-062	No	07-APR-2014	Yes	101887	Adult	104331	1778	0	2.49	Cold Beverage	1	 	Wendy's	Strawberry Lemonade-Medium	320	0	0	0	25	79	74	0	 	 	 	3	 	W232
W232-063	No	07-APR-2014	No	101888	Adult	104332	1168	0	 	Sandwiches	1	101882	Wendy's	1/2 lb. Double	800	48	21	175	1530	42	10	50	1	8.28	0	3	 	W232
W232-063	No	07-APR-2014	No	101888	Adult	104333	1203	0	 	Cold Beverage	1	101882	Wendy's	Coca-Cola, Medium Cup	240	0	0	0	5	66	66	0	1	8.28	0	3	 	W232
W232-063	No	07-APR-2014	No	101888	Adult	104334	1341	0	 	Side Item	1	101882	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	8.28	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104335	1328	0	 	Sandwiches	1	101883	Wendy's	Homestyle Chicken Fillet Sandwich	560	23	6	70	1290	57	8	30	1	6.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104336	1343	0	 	Side Item	1	101883	Wendy's	Small Natural-Cut Fries	320	16	3	0	350	42	0	4	1	6.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104337	1214	0	 	Cold Beverage	1	101883	Wendy's	Dr. Pepper, Small Cup	160	0	0	0	44	43	43	0	1	6.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104338	1183	0	.99	Other-Entree	1	 	Wendy's	4 Piece Chicken Nuggets	180	11	2.5	25	370	11	1	8	 	 	 	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104339	1183	0	 	Other-Entree	1	101884	Wendy's	4 Piece Chicken Nuggets	180	11	2.5	25	370	11	1	8	2	3.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104340	1451	0	 	Side Item	1	101884	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	2	3.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	104341	1269	0	 	Food Extras	1	101884	Wendy's	Honey Mustard Nugget Sauce	80	6	1	10	220	7	3	0	2	3.99	0	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	900423	1269	0	0	Food Extras	1	 	Wendy's	Honey Mustard Nugget Sauce	80	6	1	10	220	7	3	0	 	 	 	3	 	W232
W232-064	No	07-APR-2014	No	101889	Adult	900424	1229	0	 	Cold Beverage	1	101884	Wendy's	Hi-C Flashin' Fruit Punch, Kids' Cup	100	0	0	0	10	28	28	0	2	3.99	0	3	 	W232
W232-065	No	07-APR-2014	No	101890	Adult	104342	1330	0	1.39	Sandwiches	1	 	Wendy's	Crispy Chicken Caesar Wrap	430	25	7	45	950	35	1	17	 	 	 	3	 	W232
W232-066	No	07-APR-2014	No	101891	Adult	104343	1771	0	 	Sandwiches	1	101886	Wendy's	Spicy Chipotle Chicken Sandwich	420	23	6	50	1110	36	4	17	1	8.08	1	3	 	W232
W232-066	No	07-APR-2014	No	101891	Adult	104344	1340	0	 	Side Item	1	101886	Wendy's	Large Natural-Cut Fries	530	25	5	0	570	68	0	6	1	8.08	1	3	 	W232
W232-066	No	07-APR-2014	No	101891	Adult	104345	1449	0	 	Cold Beverage	1	101886	Wendy's	Sweetened iced tea (large)	130	0	0	0	25	37	37	0	1	8.08	1	3	 	W232
W232-067	No	07-APR-2014	No	101892	Adult	104346	1333	0	.99	Sandwiches	2	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-067	No	07-APR-2014	No	101892	Adult	104347	1267	0	.99	Desserts	1	 	Wendy's	Vanilla Frosty, Small	280	7	4.5	30	135	47	40	7	 	 	 	3	 	W232
W232-068	No	07-APR-2014	No	101893	Adult	104348	1453	0	1.49	Hot Beverage	1	 	Wendy's	Coffee (medium)	0	0	0	0	0	0	0	0	 	 	 	3	 	W232
W232-069	No	07-APR-2014	Yes	101879	Adult	104314	1349	0	1.89	Side Item	1	 	Wendy's	Small Chili	210	6	2.5	40	880	21	6	17	 	 	 	3	 	W232
W232-069	No	07-APR-2014	Yes	101879	Adult	104315	1182	0	.99	Other-Entree	1	 	Wendy's	4 Piece Spicy Chicken Nuggets	190	12	2.5	30	550	10	0	9	 	 	 	3	 	W232
W232-069	No	07-APR-2014	Yes	101879	Adult	900425	1268	0	0	Food Extras	1	 	Wendy's	Heartland Ranch Dipping Sauce	120	12	1.5	10	240	3	2	0	 	 	 	3	 	W232
W232-070	No	07-APR-2014	Yes	101880	Adult	104316	1168	0	 	Sandwiches	1	101874	Wendy's	1/2 lb. Double	800	48	21	175	1530	42	10	50	1	8.28	0	3	 	W232
W232-070	No	07-APR-2014	Yes	101880	Adult	104317	1341	0	 	Side Item	1	101874	Wendy's	Medium Natural-Cut Fries	420	21	4	0	460	55	0	5	1	8.28	0	3	 	W232
W232-070	No	07-APR-2014	Yes	101880	Adult	104318	1203	0	 	Cold Beverage	1	101874	Wendy's	Coca-Cola, Medium Cup	240	0	0	0	5	66	66	0	1	8.28	0	3	 	W232
W232-071	No	07-APR-2014	Yes	101881	Adult	104319	1173	0	1.69	Sandwiches	2	 	Wendy's	Jr. Cheeseburger Deluxe	350	19	7	55	850	27	6	17	 	 	 	3	 	W232
W232-071	No	07-APR-2014	Yes	101881	Adult	104320	1451	0	1.29	Side Item	2	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-072	No	07-APR-2014	Yes	101882	Adult	104321	1173	0	1.69	Sandwiches	1	 	Wendy's	Jr. Cheeseburger Deluxe	350	19	7	55	850	27	6	17	 	 	 	3	 	W232
W232-072	No	07-APR-2014	Yes	101882	Adult	104322	1183	0	.99	Other-Entree	1	 	Wendy's	4 Piece Chicken Nuggets	180	11	2.5	25	370	11	1	8	 	 	 	3	 	W232
W232-072	No	07-APR-2014	Yes	101882	Adult	104323	1270	0	0	Food Extras	1	 	Wendy's	Sweet & Sour Nugget Sauce	50	0	0	0	120	12	11	0	 	 	 	3	 	W232
W232-072	No	07-APR-2014	Yes	101882	Adult	104324	1451	0	1.29	Side Item	1	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-073	No	07-APR-2014	Yes	101883	Adult	104325	1447	0	1.79	Cold Beverage	1	 	Wendy's	Sweetened iced tea (Small)	70	0	0	0	15	19	19	0	 	 	 	3	 	W232
W232-074	No	07-APR-2014	Yes	101884	Adult	104326	900689	0	1.69	Desserts	1	 	Wendy's	Medium chocolate frosty	460	12	8	50	210	76	64	13	 	 	 	3	 	W232
W232-075	No	07-APR-2014	Yes	101886	Adult	104329	1175	0	.99	Sandwiches	2	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-075	No	07-APR-2014	Yes	101886	Adult	104330	1596	0	1.69	Desserts	1	 	Wendy's	Medium Vanilla Frosty	390	10	6	40	190	65	55	11	 	 	 	3	 	W232
W232-076	No	07-APR-2014	Yes	101885	Adult	104327	1202	0	 	Cold Beverage	1	101879	Wendy's	Sprite, Medium Cup	240	0	0	0	55	34	64	0	1	6.88	0	3	 	W232
W232-076	No	07-APR-2014	Yes	101885	Adult	104328	1442	0	 	Sandwiches	1	101879	Wendy's	premium cod fillet sandwich	510	26	6	50	970	51	7	18	1	6.88	0	3	 	W232
W232-077	No	17-APR-2014	Yes	101872	Adult	104303	1175	0	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-077	No	17-APR-2014	Yes	101872	Adult	104304	1173	0	1.69	Sandwiches	1	 	Wendy's	Jr. Cheeseburger Deluxe	350	19	7	55	850	27	6	17	 	 	 	3	 	W232
W232-078	No	17-APR-2014	Yes	101873	Adult	104305	1172	1	2.19	Sandwiches	1	 	Wendy's	Double Stack	400	21	9	85	1080	26	5	27	 	 	 	3	 	W232
W232-078	No	17-APR-2014	Yes	101873	Adult	104306	1451	1	1.29	Side Item	1	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-078	No	17-APR-2014	Yes	101873	Adult	104307	1207	1	1.99	Cold Beverage	1	 	Wendy's	All Natural Lemonade, Small Cup	190	0	0	0	50	50	47	0	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101874	Adult	104308	1175	1	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101874	Adult	104309	1333	1	.99	Sandwiches	.25	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101875	Child	104310	1451	1	1.29	Side Item	1.25	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101877	Child	104311	1451	1	1.29	Side Item	1.25	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101874	Adult	104313	1451	1	1.29	Side Item	1.25	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101875	Child	900426	1175	1	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101875	Child	900427	1333	1	.99	Sandwiches	.25	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101876	Child	900428	1175	1	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101876	Child	900429	1333	1	.99	Sandwiches	.25	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101876	Child	900430	1451	1	1.29	Side Item	1.25	 	Wendy's	French Fries (kids)	230	11	2.5	0	250	30	0	3	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101877	Child	900431	1175	1	.99	Sandwiches	1	 	Wendy's	Jr. Cheeseburger	290	13	6	45	820	26	5	17	 	 	 	3	 	W232
W232-079	No	17-APR-2014	Yes	101877	Child	900432	1333	1	.99	Sandwiches	.25	 	Wendy's	Crispy Chicken Sandwich	380	20	4	35	720	37	4	15	 	 	 	3	 	W232
W232-080	No	17-APR-2014	Yes	101869	Adult	104293	1182	0	.99	Other-Entree	2	 	Wendy's	4 Piece Spicy Chicken Nuggets	190	12	2.5	30	550	10	0	9	 	 	 	3	 	W232
W232-080	No	17-APR-2014	Yes	101869	Adult	104294	1270	0	0	Food Extras	1	 	Wendy's	Sweet & Sour Nugget Sauce	50	0	0	0	120	12	11	0	 	 	 	3	 	W232
W232-080	No	17-APR-2014	Yes	101869	Adult	104295	1347	0	1.69	Side Item	1	 	Wendy's	Plain Baked Potato (avg. wgt. 10 oz.)	270	0	0	0	25	61	3	7	 	 	 	3	 	W232
