RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
M207-015	No	 	Yes	200937	Adult	202180	848	0	0	sweetener	6	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-015	No	 	Yes	200937	Adult	202179	785	0	1	hot beverages	1	0	McDonalds	Coffee (Large)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-016	No	 	Yes	200938	Adult	202182	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-016	No	 	Yes	200938	Adult	202181	523	0	1	burgers	3	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-017	No	 	Yes	200939	Adult	202183	526	0	.89	burgers	4	0	McDonalds	Hamburger	250	9	3.5	25	480	31	6	12	 	 	 	1	 	M207
M207-017	No	 	Yes	200939	Adult	202184	829	0	1.99	snacks & sides	1	0	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	 	 	 	1	 	M207
M207-017	No	 	Yes	200939	Adult	202185	656	0	.333333333333	desserts	3	0	McDonalds	Chocolate Chip Cookie	160	8	3.5	10	90	21	15	2	 	 	 	1	 	M207
M207-018	No	 	Yes	200940	Adult	202186	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-018	No	 	Yes	200940	Adult	202187	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-019	No	 	Yes	200941	Adult	202188	900214	0	1	sandwiches	1	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-019	No	 	Yes	200941	Adult	202189	900082	0	.45	extra	1	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-019	No	 	Yes	200941	Adult	202190	834	0	1.59	snacks & sides	1	0	McDonalds	Ranch Snack Wrap (Crispy)	350	19	5	35	750	32	2	14	 	 	 	1	 	M207
M207-020	No	 	Yes	200942	Adult	202191	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-020	No	 	Yes	200942	Adult	202192	648	0	0	cream	4	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-021	No	 	Yes	200943	Adult	202193	812	0	1	sandwiches	4	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-022	No	 	Yes	200944	Adult	202195	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-022	No	 	Yes	200944	Adult	202196	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-022	No	 	Yes	200944	Adult	202194	523	0	1	burgers	4	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-023	No	 	Yes	200945	Adult	202197	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-023	No	 	Yes	200945	Adult	202198	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-024	No	 	Yes	200946	Adult	202199	727	0	2.79	hot beverages	1	0	McDonalds	McCafe Peppermint Hot Chocolate with Nonfat Milk (Medium)	270	4	2.5	5	210	47	43	12	 	 	 	1	 	M207
M207-025	No	 	Yes	200948	Child	202203	525	0	 	burgers	1	200865	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	1	4.18	0	1	 	M207
M207-025	No	 	Yes	200947	Adult	202200	585	0	 	cold beverages	1	200865	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	1	4.18	0	1	 	M207
M207-025	No	 	Yes	200948	Child	202204	844	0	 	snacks & sides	1	200865	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	4.18	0	1	 	M207
M207-025	No	 	Yes	200949	Child	202205	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-025	No	 	Yes	200948	Child	903186	845	0	 	snacks & sides	1	200865	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	4.18	0	1	 	M207
M207-025	No	 	Yes	200947	Adult	202201	530	0	4.99	chicken	1	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-026	No	 	Yes	200950	Adult	202206	523	0	1	burgers	2	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-027	No	 	Yes	200951	Adult	202209	740	0	 	hot beverages	1	200867	McDonalds	Caramel Latte (Small)	230	7	4	20	140	35	35	7	1	6.39	0	1	 	M207
M207-027	No	 	Yes	200951	Adult	202207	525	0	 	burgers	2	200867	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	1	6.39	0	1	 	M207
M207-027	No	 	Yes	200951	Adult	202208	833	0	 	snacks & sides	1	200867	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.39	0	1	 	M207
M207-028	No	 	Yes	200952	Adult	202211	691	0	0	dipping sauce	1	0	McDonalds	Honey Mustard Sauce	60	4	.5	5	115	6	5	0	 	 	 	1	 	M207
M207-028	No	 	Yes	200953	Child	202213	530	1	4.99	chicken	.5	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-028	No	 	Yes	200953	Child	202214	691	0	0	dipping sauce	1	0	McDonalds	Honey Mustard Sauce	60	4	.5	5	115	6	5	0	 	 	 	1	 	M207
M207-028	No	 	Yes	200952	Adult	202210	530	1	4.99	chicken	.5	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-028	No	 	Yes	200953	Child	202215	696	1	0	dipping sauce	.5	0	McDonalds	Sweet 'N Sour Sauce	50	0	0	0	150	12	10	0	 	 	 	1	 	M207
M207-028	No	 	Yes	200952	Adult	202212	696	1	0	dipping sauce	.5	0	McDonalds	Sweet 'N Sour Sauce	50	0	0	0	150	12	10	0	 	 	 	1	 	M207
M207-029	No	 	Yes	200954	Adult	202216	679	0	2.29	desserts & shakes	1	0	McDonalds	Strawberry McCafe Shake (12 fl oz cup)	560	18	11	50	170	89	79	11	 	 	 	1	 	M207
M207-030	No	 	Yes	200955	Adult	202217	785	0	1	hot beverages	1	0	McDonalds	Coffee (Large)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-030	No	 	Yes	200955	Adult	202218	648	0	0	cream	2	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-030	No	 	Yes	200955	Adult	202219	848	0	0	sweetener	10	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-031	No	 	Yes	200956	Adult	202220	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-032	No	 	Yes	200957	Adult	202221	524	0	 	burgers	1	200872	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	1	5.49	0	1	 	M207
M207-032	No	 	Yes	200957	Adult	202222	833	0	 	snacks & sides	1	200872	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	5.49	0	1	 	M207
M207-032	No	 	Yes	200957	Adult	202223	786	0	 	hot beverages	1	200872	McDonalds	Coffee (Medium)	0	0	0	0	0	0	0	0	1	5.49	0	1	 	M207
M207-033	No	 	Yes	200958	Adult	202224	900214	0	1	sandwiches	1	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-034	No	 	Yes	200959	Adult	202225	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-035	No	 	Yes	200960	Adult	202226	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-036	No	 	Yes	200961	Adult	202227	900065	0	1	sandwiches	1	0	McDonalds	Hot & spicy McChicken	380	17	3	35	1030	41	22	15	 	 	 	1	 	M207
M207-036	No	 	Yes	200961	Adult	202228	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-037	No	 	Yes	200962	Adult	202230	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-037	No	 	Yes	200962	Adult	202229	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-037	No	 	Yes	200963	Child	202232	525	0	1	burgers	2	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-037	No	 	Yes	200962	Adult	202231	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-039	No	 	Yes	200964	Adult	202233	823	0	2.29	smoothie	1	0	McDonalds	Wild Berry Smoothie (12 fl oz cup)	210	.5	0	5	25	48	44	2	 	 	 	1	 	M207
M207-039	No	 	Yes	200964	Adult	202234	900214	0	1	sandwiches	1	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-039	No	 	Yes	200964	Adult	202235	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-040	No	 	Yes	200965	Adult	202236	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-041	No	 	Yes	200966	Adult	202237	829	0	1.99	snacks & sides	1	0	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	 	 	 	1	 	M207
M207-042	No	 	Yes	200967	Adult	202238	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-042	No	 	Yes	200967	Adult	202239	785	0	1	hot beverages	1	0	McDonalds	Coffee (Large)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-043	No	 	Yes	200968	Adult	202240	524	0	1	burgers	1	0	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	 	 	 	1	 	M207
M207-043	No	 	Yes	200968	Adult	202241	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-044	No	 	Yes	200969	Adult	202243	833	0	 	snacks & sides	1	200883	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	5.66	0	1	 	M207
M207-044	No	 	Yes	200969	Adult	202242	524	0	 	burgers	1	200883	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	1	5.66	0	1	 	M207
M207-044	No	 	Yes	200969	Adult	202244	558	0	 	cold beverages	1	200883	McDonalds	Hi-C Orange Lavaburst (Medium)	240	0	0	0	10	64	64	0	1	5.66	0	1	 	M207
M207-045	No	 	Yes	200970	Adult	202246	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-045	No	 	Yes	200970	Adult	202245	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-045	No	 	Yes	200970	Adult	202247	652	0	1.29	desserts	2	0	McDonalds	Strawberry Sundae	280	6	4	25	85	49	45	6	 	 	 	1	 	M207
M207-045	No	 	Yes	200970	Adult	202248	656	0	.333333333333	desserts	3	0	McDonalds	Chocolate Chip Cookie	160	8	3.5	10	90	21	15	2	 	 	 	1	 	M207
M207-046	No	 	Yes	200971	Adult	202250	833	0	 	snacks & sides	1	200885	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.59	0	1	 	M207
M207-046	No	 	Yes	200971	Adult	202251	537	0	 	cold beverages	1	200885	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.59	0	1	 	M207
M207-046	No	 	Yes	200971	Adult	202249	529	0	 	chicken	1	200885	McDonalds	Chicken Selects Premium Breast Strips (3 pc)	380	23	3.5	55	750	21	0	23	1	6.59	0	1	 	M207
M207-047	No	 	Yes	200972	Adult	202252	786	0	1	hot beverages	1	0	McDonalds	Coffee (Medium)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-048	No	 	Yes	200973	Adult	202254	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-048	No	 	Yes	200973	Adult	202253	524	0	1	burgers	2	0	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	 	 	 	1	 	M207
M207-048	No	 	Yes	200973	Adult	202255	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-049	No	 	Yes	200974	Adult	202257	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-049	No	 	Yes	200974	Adult	202256	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-049	No	 	Yes	200974	Adult	202258	848	0	0	sweetener	2	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-050	No	 	Yes	200975	Adult	202259	900214	0	1	sandwiches	2	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-050	No	 	Yes	200975	Adult	202260	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-050	No	 	Yes	200975	Adult	202261	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-051	No	 	Yes	200977	Child	202263	534	0	1	chicken	2	0	McDonalds	Chicken McNuggets (6 piece)	280	18	3	40	540	18	0	13	 	 	 	1	 	M207
M207-051	No	 	Yes	200977	Child	202264	841	0	1.19	snacks & sides	2	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-051	No	 	Yes	200976	Adult	202262	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-052	No	 	Yes	200978	Adult	202266	534	0	1	chicken	1	0	McDonalds	Chicken McNuggets (6 piece)	280	18	3	40	540	18	0	13	 	 	 	1	 	M207
M207-052	No	 	Yes	200978	Adult	202265	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-052	No	 	Yes	200978	Adult	202267	691	0	0	dipping sauce	1	0	McDonalds	Honey Mustard Sauce	60	4	.5	5	115	6	5	0	 	 	 	1	 	M207
M207-053	No	 	Yes	200980	Child	202285	647	0	 	condiments	1	200892	McDonalds	Ketchup Packet	10	0	0	0	100	3	2	0	1	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903197	608	0	 	cold beverages	1	200894	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	3	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903195	536	0	 	chicken	1	200894	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	3	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903196	647	0	 	condiments	1	200894	McDonalds	Ketchup Packet	10	0	0	0	100	3	2	0	3	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	202275	608	0	 	cold beverages	1	200892	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	1	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903198	844	0	 	snacks & sides	1	200894	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	3	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903192	608	0	 	cold beverages	1	200893	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	2	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	202272	536	0	 	chicken	1	200892	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	1	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903187	845	0	 	snacks & sides	1	200892	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903199	845	0	 	snacks & sides	1	200894	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	3	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903190	536	0	 	chicken	1	200893	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	2	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903194	845	0	 	snacks & sides	1	200893	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	2	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903191	844	0	 	snacks & sides	1	200893	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	2	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	202273	844	0	 	snacks & sides	1	200892	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	2.18	0	1	 	M207
M207-053	No	 	Yes	200980	Child	903193	647	0	 	condiments	1	200893	McDonalds	Ketchup Packet	10	0	0	0	100	3	2	0	2	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	903189	845	0	 	snacks & sides	1	200896	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	2	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202277	536	0	 	chicken	1	200895	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	1	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202283	697	0	 	dipping sauce	1	200895	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	1	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202282	608	0	 	cold beverages	1	200896	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	2	2.18	0	1	 	M207
M207-054	No	 	Yes	200982	Adult	202276	812	0	1	sandwiches	2	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-054	No	 	Yes	200983	Child	202281	844	0	 	snacks & sides	1	200896	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	2	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202278	844	0	 	snacks & sides	1	200895	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	903188	845	0	 	snacks & sides	1	200895	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202280	536	0	 	chicken	1	200896	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	2	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202279	608	0	 	cold beverages	1	200895	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	1	2.18	0	1	 	M207
M207-054	No	 	Yes	200983	Child	202284	697	0	 	dipping sauce	1	200896	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	2	2.18	0	1	 	M207
M207-055	No	 	Yes	200984	Adult	202286	643	0	2.29	cold beverages	1	0	McDonalds	Frappe Mocha (Small)	450	20	13	55	130	62	56	7	 	 	 	1	 	M207
M207-056	No	 	Yes	200985	Adult	202287	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200987	Child	202297	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-057	No	 	Yes	200987	Child	202294	698	1	0	dipping sauce	.5	0	McDonalds	Spicy Buffalo Sauce	35	3	0	0	540	1	0	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200986	Adult	202292	537	0	1.49	cold beverages	1	0	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200986	Adult	202291	698	1	0	dipping sauce	.5	0	McDonalds	Spicy Buffalo Sauce	35	3	0	0	540	1	0	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200987	Child	202293	530	1	4.99	chicken	.5	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-057	No	 	Yes	200987	Child	202296	697	1	0	dipping sauce	.5	0	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200986	Adult	202290	697	1	0	dipping sauce	.5	0	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200987	Child	202295	696	0	0	dipping sauce	1	0	McDonalds	Sweet 'N Sour Sauce	50	0	0	0	150	12	10	0	 	 	 	1	 	M207
M207-057	No	 	Yes	200986	Adult	202288	530	1	4.99	chicken	.5	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-058	No	 	Yes	200988	Adult	202298	812	0	1	sandwiches	3	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-059	No	 	Yes	200989	Adult	202299	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-059	No	 	Yes	200989	Adult	202300	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-060	No	 	Yes	200990	Adult	202302	654	0	.5	desserts	4	0	McDonalds	Baked Hot Apple Pie	250	13	7	0	170	32	13	2	 	 	 	1	 	M207
M207-060	No	 	Yes	200990	Adult	202301	523	0	1	burgers	2	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-061	No	 	Yes	200991	Adult	202305	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-061	No	 	Yes	200991	Adult	202303	534	0	1	chicken	1	0	McDonalds	Chicken McNuggets (6 piece)	280	18	3	40	540	18	0	13	 	 	 	1	 	M207
M207-061	No	 	Yes	200991	Adult	202304	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-062	No	 	Yes	200992	Adult	202307	533	0	2.5	chicken	1	0	McDonalds	Spicy Chicken McBites Regular Size	410	25	4.5	55	890	27	0	21	 	 	 	1	 	M207
M207-062	No	 	Yes	200992	Adult	202306	524	0	1	burgers	1	0	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	 	 	 	1	 	M207
M207-063	No	 	Yes	200993	Adult	202308	770	0	1.99	hot beverages	1	0	McDonalds	Latte with Sugar Free Vanilla Syrup (Small)	130	7	4	20	125	17	10	7	 	 	 	1	 	M207
M207-064	No	 	Yes	200994	Adult	202311	848	0	0	sweetener	1	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-064	No	 	Yes	200994	Adult	202310	648	0	0	cream	3	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-064	No	 	Yes	200994	Adult	202309	786	0	1	hot beverages	1	0	McDonalds	Coffee (Medium)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-065	No	 	Yes	200995	Adult	202312	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-066	No	 	Yes	200996	Adult	202314	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-066	No	 	Yes	200996	Adult	202317	648	0	0	cream	3	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-066	No	 	Yes	200996	Adult	202313	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-066	No	 	Yes	200996	Adult	202315	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-066	No	 	Yes	200996	Adult	202316	850	0	0	sweetener	1	0	McDonalds	SPLENDA No Calorie Sweetener	0	0	0	0	0	1	1	0	 	 	 	1	 	M207
M207-068	No	 	Yes	200998	Adult	202318	655	0	1	desserts	1	0	McDonalds	Vanilla Reduced Fat Ice Cream Cone	170	4.5	3	15	70	27	20	5	 	 	 	1	 	M207
M207-069	No	 	Yes	200999	Adult	202327	648	0	 	cream	4	200911	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	1	5.7	0	1	 	M207
M207-069	No	 	Yes	200999	Adult	202326	848	0	 	sweetener	4	200911	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	1	5.7	0	1	 	M207
M207-069	No	 	Yes	200999	Adult	202321	786	0	 	hot beverages	1	200911	McDonalds	Coffee (Medium)	0	0	0	0	0	0	0	0	1	5.7	0	1	 	M207
M207-069	No	 	Yes	200999	Adult	202319	810	0	 	sandwiches	1	200911	McDonalds	Filet-O-Fish	390	19	4	40	590	39	5	15	1	5.7	0	1	 	M207
M207-069	No	 	Yes	200999	Adult	202320	833	0	 	snacks & sides	1	200911	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	5.7	0	1	 	M207
M207-070	No	 	Yes	201000	Adult	202323	648	0	0	cream	2	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-070	No	 	Yes	201000	Adult	202324	848	0	0	sweetener	3	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-070	No	 	Yes	201000	Adult	202325	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-070	No	 	Yes	201000	Adult	202322	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-071	No	 	Yes	201001	Adult	202328	530	0	4.99	chicken	1	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-071	No	 	Yes	201001	Adult	202331	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
