receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
B203-044,200147,Sometimes,24,-1.0817912568285077,F,Black,High School,New Jersey,86.23999786378,B203,3,16,0,2014-06-03,448,13410,722,268,Black,-0.17777124279698242,3.4627224971658763,1.1006479472690123,0.5667160544195025,1.0035551387823467,-0.019598785177896986
B203-045,200148,Always,21,-1.2878576178631085,F,White,Associates Degree,New Jersey,0,B203,3,16,0,2014-06-03,448,2070,89,139,non-Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,-0.46649218465170483,-0.4333427959080919,-0.2549574825218367
B203-047,200150,Never,42,0.15460690937909757,M,Other,High School,New Jersey,0,B203,3,16,0,2014-06-03,448,11150,587,267,non-Black,-0.40361822525500185,3.4627224971658763,1.1006479472690123,0.36080330130654575,0.6971077119526323,-0.021423271203819
B203-048,200151,Never,44,0.2919844834021648,M,Black,High School,New Jersey,3,B203,3,16,0,2014-06-03,448,18180,744,1205,Black,-0.39576176695076737,3.4627224971658763,1.1006479472690123,1.0013195200605658,1.0534947194508928,1.6899446211110294
S130C-022,900190,Often,60,1.3910050755867027,F,Black,College Degree,New York,85.24800109864,S130C,3,4,0,2014-06-03,448,320,5,8,Black,-0.18036910320473507,-0.12131729992880867,1.1006479472690123,-0.6259379005577553,-0.6240211948243587,-0.49396515191762047
S130C-023,900191,Never,27,-0.8757248957939068,M,White,College Degree,New York,0,S130C,3,4,0,2014-06-03,448,960,36,24,non-Black,-0.40361822525500185,-0.12131729992880867,1.1006479472690123,-0.5676263244549712,-0.5536517857004983,-0.46477337550286824
S128-017,900031,Never,30,-0.6696585347593059,F,Black,College Degree,New York,497.27998352052,S128,3,4,0,2014-07-03,478,14660,368,638,Black,0.898668260098123,-0.12131729992880867,1.2507688654934352,0.6806058514952528,0.1999818862066512,0.6554610444132479
S128-015,900038,Always,21,-1.2878576178631085,M,Black,High School,New York,10.01000022889,S128,3,4,0,2014-07-03,478,3660,138.5,305,Black,-0.3774038421137846,-0.12131729992880867,1.2507688654934352,-0.32162436277135037,-0.3209787394038633,0.047907197781217506
S128-016,900039,Sometimes,49,0.6354284184598329,F,Black,Some College,New York,0,S128,3,4,0,2014-07-03,478,8680,126,836,Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,0.13575706228486306,-0.34935350114735536,1.0167092775458066
S238-006,200231,Never,45,0.36067327041369845,M,Black,Graduate Degree,New Jersey,106.08640289308,S238,3,4,0,2014-07-03,478,8160,365,140,Black,-0.12579709159643412,-0.12131729992880867,1.2507688654934352,0.08837890670135091,0.19317194338821309,-0.2531329964959147
S238-007,200232,Sometimes,21,-1.2878576178631085,M,Black,Some College,New Jersey,0,S238,3,4,0,2014-07-03,478,2761,84,127,Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,-0.40353390482823004,-0.4446927006054887,-0.2768513148329009
S238-008,200233,Often,50,0.7041172054713666,F,White,College Degree,New Jersey,210.84800148012,S238,3,4,0,2014-07-03,478,11140,327,212,non-Black,0.14855461879824236,-0.12131729992880867,1.2507688654934352,0.3598921829299398,0.10691266768799718,-0.12177000262952974
S238-009,200234,Always,49,0.6354284184598329,F,Other,High School,New Jersey,0,S238,3,4,0,2014-07-03,478,2465,100.5,45,non-Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,-0.4305030087757677,-0.4072380151040792,-0.42645916895850594
S238-010,200235,Never,60,1.3910050755867027,F,Black,High School,New Jersey,312.57600219728,S238,3,4,0,2014-07-03,478,28850,819.5,616,Black,0.4149618841340766,-0.12131729992880867,1.2507688654934352,1.9734828278991707,1.224878280381585,0.6153223518429637
S238-011,200236,Seldom,47,0.49805084443676567,M,Asian,College Degree,New Jersey,0,S238,3,4,0,2014-07-03,478,285,4,8,non-Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,-0.6291268148758763,-0.626291175763838,-0.49396515191762047
S128-011,900032,Never,25,-1.013102469816974,M,Asian,College Degree,New York,0,S128,3,4,0,2014-07-03,478,14475,246.5,918,non-Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,0.6637501615280417,-0.07582079794009178,1.1663171316714116
S128-012,900033,Often,31,-0.6009697477477722,M,Black,Some College,New York,310.58399677281005,S128,3,4,0,2014-07-03,478,10870,480,247,Black,0.40974518161435763,-0.12131729992880867,1.2507688654934352,0.3352919867615777,0.45421975142834015,-0.05791299172225927
S138-041,900236,Always,27,-0.8757248957939068,F,Black,Some College,New York,99.21280145646,S138,3,5,0,2014-07-03,478,10630,530,142,Black,-0.14379781262534455,0.17735268316241506,1.2507688654934352,0.31342514572303365,0.5677187984023084,-0.24948402444407067
S138-042,900237,Always,49,0.6354284184598329,F,Black,College Degree,New York,0,S138,3,5,0,2014-07-03,478,2703,85,119,Black,-0.40361822525500185,0.17735268316241506,1.2507688654934352,-0.40881839141254483,-0.4424227196660094,-0.291447203040277
S238-015,200240,Never,33,-0.463592173724705,M,Black,College Degree,New Jersey,0,S238,3,4,0,2014-07-03,478,900,30,16,Black,-0.40361822525500185,-0.12131729992880867,1.2507688654934352,-0.5730930347146072,-0.5672716713373744,-0.47936926371024435
S238-017,200242,Never,32,-0.5322809607362387,F,Black,High School,New Jersey,471.55200195316,S238,3,4,0,2014-07-03,478,4730,108,119,Black,0.831291321952764,-0.12131729992880867,1.2507688654934352,-0.22413469647450807,-0.39021315805798396,-0.291447203040277
S138-037,900232,Sometimes,33,-0.463592173724705,M,White,College Degree,New York,0,S138,3,5,0,2014-07-03,478,1371,23.5,125,non-Black,-0.40361822525500185,0.17735268316241506,1.2507688654934352,-0.5301793591764644,-0.5820265474439904,-0.2805002868847449
S138-038,900233,Always,39,-0.051459451655503294,F,Black,Some College,New York,7.7520000934699995,S138,3,5,0,2014-07-03,478,13475,676.5,180,Black,-0.3833171367520789,0.17735268316241506,1.2507688654934352,0.5726383238674414,0.9002710060360356,-0.18015355545903416
S138-039,900234,Sometimes,38,-0.12014823866703692,M,Black,Some College,New York,331.52000427248004,S138,3,5,0,2014-07-03,478,12550,200,312,Black,0.46457280494045683,0.17735268316241506,1.2507688654934352,0.4883598740313862,-0.1813749116258823,0.060678599962671595
S202-041,102078,Never,22,-1.219168830851575,M,White,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,2280,52,74,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.4473586987429788,-0.5173320906688285,-0.3735490742067676
S202-042,102077,Seldom,24,-1.0817912568285077,M,Black,High School,New Jersey,1068.3000136614298,S202,3,4,0,2014-01-04,298,17440,829,450,Black,2.394066612659714,-0.12131729992880867,0.3500433561468972,0.9338967601917215,1.2464430993066389,0.31245767153990944
S202-044,102080,Often,20,-1.356546404874642,F,Other,Associates Degree,New Jersey,0,S202,3,4,0,2014-01-04,298,2520,74,107,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.4254918577044347,-0.46739251000028237,-0.3133410353513411
S202-045,102081,Always,31,-0.6009697477477722,M,Black,College Degree,New Jersey,37.33120012285,S202,3,4,0,2014-01-04,298,14830,734.5,200,Black,-0.3058545528509338,-0.12131729992880867,0.3500433561468972,0.6960948638975548,1.0319299005258389,-0.1436638349405939
S202-046,102082,Often,20,-1.356546404874642,F,Asian,Associates Degree,New Jersey,13.46,S202,3,4,0,2014-01-04,298,21900,817,637,non-Black,-0.36836891566333646,-0.12131729992880867,0.3500433561468972,1.3402555561579987,1.2192033280328864,0.6536365583873259
S202-047,102083,Never,20,-1.356546404874642,F,White,Some College,New Jersey,189.44,S202,3,4,0,2014-01-04,298,9210,452,148,non-Black,0.0924909284630581,-0.12131729992880867,0.3500433561468972,0.1840463362449812,0.3906602851229179,-0.23853710828853858
S202-048,102084,Always,21,-1.2878576178631085,M,White,Some College,New Jersey,95.17000120879,S202,3,4,0,2014-01-04,298,6650,311,143,non-Black,-0.15438517648473396,-0.12131729992880867,0.3500433561468972,-0.04919996816615552,0.07059297265632733,-0.24765953841814864
S202-049,102085,Never,23,-1.1504800438400413,M,Black,High School,New Jersey,0,S202,3,4,0,2014-01-04,298,11570,230,244,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,0.3990702731239979,-0.1132754834415013,-0.06338644980002531
S202-050,102086,Sometimes,19,-1.4252351918861759,M,Black,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,1180,58,34,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5475817201696391,-0.5037122050319522,-0.4465285152436481
S202-051,102087,Sometimes,19,-1.4252351918861759,M,Black,High School,New Jersey,0,S202,3,4,0,2014-01-04,298,2253,82.5,124,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.44981871835981496,-0.4480976720147078,-0.2823247729106669
S122-035,200089,Always,39,-0.051459451655503294,F,Black,High School,New York,710.40000915528,S122,3,4,0,2014-01-04,298,760,9,36,Black,1.4567911251637482,-0.12131729992880867,0.3500433561468972,-0.5858486919870912,-0.6149412710664411,-0.44287954319180406
S122-036,200090,Never,45,0.36067327041369845,M,Black,Some College,New York,0,S122,3,4,0,2014-01-04,298,1340,38,46,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.533003826143943,-0.5491118238215396,-0.42463468293258394
S122-037,200091,Never,52,0.8414947794944339,M,Black,Graduate Degree,New York,0,S122,3,4,0,2014-01-04,298,2060,63,42,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.46740330302831085,-0.4923623003345554,-0.431932627036272
S202-052,102066,Sometimes,21,-1.2878576178631085,F,White,Some College,New Jersey,94.72000122071,S202,3,4,0,2014-01-04,298,5340,101,126,non-Black,-0.15556364519915278,-0.12131729992880867,0.3500433561468972,-0.16855647550154187,-0.4061030246343395,-0.2786758008588229
S202-053,102067,Often,22,-1.219168830851575,F,Asian,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,840,30,18,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5785597449742432,-0.5672716713373744,-0.4757202916584003
S202-054,102068,Sometimes,21,-1.2878576178631085,M,White,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,15400,515,296,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,0.748028611364097,0.533669084310118,0.03148682354791939
S202-055,102071,Sometimes,21,-1.2878576178631085,F,Asian,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,1790,49,44,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.4920034991966729,-0.5241420334872665,-0.42828365498442794
S202-056,102069,Sometimes,21,-1.2878576178631085,M,White,Some College,New Jersey,667.77600860598,S202,3,4,0,2014-01-04,298,15870,226,1223,non-Black,1.3451665641386672,-0.12131729992880867,0.3500433561468972,0.7908511750645791,-0.12235540719941877,1.7227853695776256
S202-057,102070,Sometimes,41,0.08591812236756395,M,Black,Graduate Degree,New Jersey,60.38399887085,S202,3,4,0,2014-01-04,298,9600,468,168,Black,-0.24548343546441018,-0.12131729992880867,0.3500433561468972,0.21957995293261534,0.42697998015458777,-0.2020473877700983
S202-058,102072,Never,22,-1.219168830851575,M,Other,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,2730,122,107,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.40635837179570866,-0.3584334249052728,-0.3133410353513411
S202-059,102073,Always,20,-1.356546404874642,F,Other,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,2000,44.5,57,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.47287001328794687,-0.5343569477149237,-0.4045653366474418
S202-061,102075,Never,27,-0.8757248957939068,F,Asian,Graduate Degree,New Jersey,11.66,S202,3,4,0,2014-01-04,298,6904,272,179,non-Black,-0.3730827906458772,-0.12131729992880867,0.3500433561468972,-0.02605756140036304,-0.017936283983367943,-0.18197804148495617
S202-062,102076,Often,19,-1.4252351918861759,M,White,Some College,New Jersey,0,S202,3,4,0,2014-01-04,298,8420,135,372,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,0.112067984493107,-0.3289236726920411,0.1701477615179924
S139-018,100946,Never,59,1.3223162885751691,M,Black,Some College,New York,47.36,S139,3,4,0,2014-01-04,298,14220,516,288,Black,-0.27959093682548686,-0.12131729992880867,0.3500433561468972,0.6405166429245887,0.5359390652495973,0.01689093534054328
S139-019,100947,Always,59,1.3223162885751691,M,White,Graduate Degree,New York,0,S139,3,4,0,2014-01-04,298,2110,91,36,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.46284771114528084,-0.42880283402913316,-0.44287954319180406
S139-017,100945,Sometimes,50,0.7041172054713666,F,Native,College Degree,New York,0,S139,3,4,0,2014-01-04,298,3590,154,186,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.3280021914075924,-0.2857940348419331,-0.16920663930350208
S122-041,200095,Always,64,1.6657602236328373,F,Black,College Degree,New York,0,S122,3,4,0,2014-01-04,298,1740,51.5,88,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.4965590910797029,-0.5184670811385681,-0.3480062698438594
S122-042,200096,Always,31,-0.6009697477477722,F,Black,College Degree,New York,0,S122,3,4,0,2014-01-04,298,1430,72,22,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.524803760754489,-0.47193247187924114,-0.46842234755471224
S122-043,200097,Often,24,-1.0817912568285077,M,White,College Degree,New York,0,S122,3,4,0,2014-01-04,298,960,15,24,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5676263244549712,-0.6013213854295649,-0.46477337550286824
S122-044,200098,Never,31,-0.6009697477477722,F,White,College Degree,New York,0,S122,3,4,0,2014-01-04,298,680,29.5,13,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5931376389999392,-0.5684066618071142,-0.48484272178801036
S228-047,102158,Never,67,1.8718265846674382,M,Native,Less than High School,New Jersey,0,S228,3,4,0,2014-01-04,298,2300,69,46,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.44553646198976676,-0.4787424146976792,-0.42463468293258394
S228-048,102157,Always,28,-0.8070361087823732,M,Black,Some College,New Jersey,0,S228,3,4,0,2014-01-04,298,690,24,10,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5922265206233333,-0.5808915569742507,-0.4903161798657764
S228-049,102156,Sometimes,36,-0.25752581269010416,F,Black,High School,New Jersey,0,S228,3,4,0,2014-01-04,298,110,1.5,1,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.6450713864664814,-0.6319661281125364,-0.5067365540990746
S228-050,102155,Often,30,-0.6696585347593059,F,Other,Some High School,New Jersey,0,S228,3,4,0,2014-01-04,298,1140,13.5,54,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5512261936760631,-0.6047263568387841,-0.4100387947252078
S228-051,102154,Never,27,-0.8757248957939068,F,Other,High School,New Jersey,0,S228,3,4,0,2014-01-04,298,1160,21.5,50,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.549403956922851,-0.5865665093229491,-0.4173367388288959
S228-052,102153,Often,38,-0.12014823866703692,F,Black,College Degree,New Jersey,0,S228,3,4,0,2014-01-04,298,20840,1071,270,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,1.2436770082377626,1.7957784866606454,-0.01594981312605296
S228-053,102152,Seldom,56,1.1162499275405684,M,White,Graduate Degree,New Jersey,0,S228,3,4,0,2014-01-04,298,7855,80,1063,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,0.06058979621486783,-0.4537726243634062,1.4308676054301035
S228-054,102151,Never,44,0.2919844834021648,M,White,High School,New Jersey,0,S228,3,4,0,2014-01-04,298,1720,65,44,non-Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.49838132783291494,-0.4878223384555967,-0.42828365498442794
S228-055,102150,Never,29,-0.7383473217708395,F,Black,College Degree,New Jersey,0,S228,3,4,0,2014-01-04,298,1680,58.5,48,Black,-0.40361822525500185,-0.12131729992880867,0.3500433561468972,-0.5020258013393389,-0.5025772145622126,-0.42098571088073994
S208-129,200740,Never,38,-0.12014823866703692,M,Other,College Degree,New Jersey,435.71200561526,S208,3,4,0,2014-10-04,571,4180,190,342,non-Black,0.737432843001888,-0.12131729992880867,1.7161437119891465,-0.2742462071878382,-0.20407472102067595,0.115413180740332
S208-130,200741,Never,45,0.36067327041369845,F,Black,Graduate Degree,New Jersey,0,S208,3,4,0,2014-10-04,571,570,28,8,Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.6031599411426053,-0.5718116332163332,-0.49396515191762047
S208-131,200742,Sometimes,51,0.7728059924829002,M,White,College Degree,New Jersey,0,S208,3,4,0,2014-10-04,571,690,34,24,non-Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.5922265206233333,-0.558191747579457,-0.46477337550286824
S208-132,200743,Sometimes,62,1.52838264960977,F,Black,College Degree,New Jersey,0,S208,3,4,0,2014-10-04,571,740,24,75,Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.5876709287403032,-0.5808915569742507,-0.3717245881808456
S208-133,200744,Sometimes,40,0.01722933535603033,F,Black,College Degree,New Jersey,0,S208,3,4,0,2014-10-04,571,5760,288,96,Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.13028950368408976,0.01838341104830191,-0.3334103816364833
S208-134,200745,Sometimes,34,-0.39490338671317143,M,White,Graduate Degree,New Jersey,0,S208,3,4,0,2014-10-04,571,960,24,34,non-Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.5676263244549712,-0.5808915569742507,-0.4465285152436481
S208-135,200746,Often,58,1.2536275015636356,F,Other,Some College,New Jersey,0,S208,3,4,0,2014-10-04,571,110,1.5,1,non-Black,-0.40361822525500185,-0.12131729992880867,1.7161437119891465,-0.6450713864664814,-0.6319661281125364,-0.5067365540990746
