receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
M124A-066,300387,Never,32,-0.5322809607362387,M,Black,Some High School,New York,0,M124A,1,0,3+,2013-01-04,-67,2540,101,170,Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.4236696209512227,-0.4061030246343395,-0.19839841571825428
M124A-066,300385,Never,32,-0.5322809607362387,M,Black,Some High School,New York,0,M124A,1,0,3+,2013-01-04,-67,2540,101,170,Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.4236696209512227,-0.4061030246343395,-0.19839841571825428
M124A-031,300554,Seldom,33,-0.463592173724705,F,Black,High School,New York,56.83200073243,M124A,1,0,0,2013-04-03,22,2060,113.5,46,Black,-0.2547854772214819,-1.3159972322937037,-1.0310690915177945,-0.46740330302831085,-0.37772826289084743,-0.42463468293258394
M124A-031,300553,Seldom,33,-0.463592173724705,F,Black,High School,New York,56.83200073243,M124A,1,0,0,2013-04-03,22,2060,113.5,46,Black,-0.2547854772214819,-1.3159972322937037,-1.0310690915177945,-0.46740330302831085,-0.37772826289084743,-0.42463468293258394
M124A-055,300374,Always,60,1.3910050755867027,M,Other,Less than High School,New York,0,M124A,1,0,0,2013-01-04,-67,2650,109,177,non-Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.41364731880855665,-0.38794317711850457,-0.1856270135368002
M124A-035,300418,Seldom,51,0.7728059924829002,M,Black,High School,New York,0,M124A,1,0,0,2013-04-03,22,2080,86,86,Black,-0.40361822525500185,-1.3159972322937037,-1.0310690915177945,-0.4655810662750988,-0.44015273872653,-0.3516552418957034
M124A-053,300569,Sometimes,34,-0.39490338671317143,M,White,Some High School,New York,440.44800567629994,M124A,1,0,2,2013-01-04,-67,3220,128,259,non-Black,0.7498355720046921,-1.3159972322937037,-1.4764278155835828,-0.3617135713420145,-0.34481353926839664,-0.03601915941119511
M124A-053,300567,Sometimes,34,-0.39490338671317143,M,White,Some High School,New York,440.44800567629994,M124A,1,0,2,2013-01-04,-67,3220,128,259,non-Black,0.7498355720046921,-1.3159972322937037,-1.4764278155835828,-0.3617135713420145,-0.34481353926839664,-0.03601915941119511
M124A-053,300568,Sometimes,34,-0.39490338671317143,M,White,Some High School,New York,440.44800567629994,M124A,1,0,2,2013-01-04,-67,3220,128,259,non-Black,0.7498355720046921,-1.3159972322937037,-1.4764278155835828,-0.3617135713420145,-0.34481353926839664,-0.03601915941119511
M124A-039,300423,Sometimes,38,-0.12014823866703692,F,Black,High School,New York,60.52800023558,M124A,1,0,1,2013-04-03,22,1370,67,49,Black,-0.24510632189182546,-1.3159972322937037,-1.0310690915177945,-0.53027047101412506,-0.483282376576638,-0.4191612248548179
M124A-039,300422,Sometimes,38,-0.12014823866703692,F,Black,High School,New York,60.52800023558,M124A,1,0,1,2013-04-03,22,1370,67,49,Black,-0.24510632189182546,-1.3159972322937037,-1.0310690915177945,-0.53027047101412506,-0.483282376576638,-0.4191612248548179
M124A-067,300388,Never,48,0.5667396314482993,F,Other,Less than High School,New York,1818.6240234375,M124A,1,0,0,2013-01-04,-67,9930,335,1581,non-Black,4.359029711816954,-1.3159972322937037,-1.4764278155835828,0.24964685936061343,0.1250725152038321,2.375951366857706
M124A-069,300390,Never,66,1.8031377976559047,F,Other,High School,New York,0,M124A,1,0,0,2013-01-04,-67,1005,38,63,non-Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.5635262917602442,-0.5491118238215396,-0.3936184204919097
M124A-054,300373,Often,33,-0.463592173724705,M,Other,High School,New York,0,M124A,1,0,0,2013-01-04,-67,1655,59,105,non-Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.5043035972808539,-0.5014422240924729,-0.31699000740318517
M124A-033,300416,Sometimes,54,0.978872353517501,M,Black,Associates Degree,New York,0,M124A,1,0,0,2013-04-03,22,930,44,20,Black,-0.40361822525500185,-1.3159972322937037,-1.0310690915177945,-0.5703596795847892,-0.5354919381846633,-0.4720713196065563
M124A-059,300378,Never,25,-1.013102469816974,F,Other,High School,New York,2462.7200317383295,M124A,1,0,0,2013-01-04,-67,62320,2320,5040,non-Black,6.045800856196731,-1.3159972322937037,-1.4764278155835828,5.022996034399463,4.630984680070374,8.686848530521951
M124A-015,300937,Never,18,-1.4939239788977094,F,Other,High School,New York,0,M124A,1,0,0,2013-08-03,144,1390,66,63,non-Black,-0.40361822525500185,-1.3159972322937037,-0.42057735740514096,-0.528448234260913,-0.4855523575161173,-0.3936184204919097
M124A-037,300420,Often,39,-0.051459451655503294,F,White,College Degree,New York,0,M124A,1,0,0,2013-04-03,22,1070,47,92,non-Black,-0.40361822525500185,-1.3159972322937037,-1.0310690915177945,-0.5576040223123051,-0.5286819953662253,-0.34070832574017135
M124A-070,300391,Always,20,-1.356546404874642,F,Black,Some College,New York,0,M124A,1,0,0,2013-01-04,-67,780,44,8,Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.5840264552338792,-0.5354919381846633,-0.49396515191762047
M124A-060,300379,Never,31,-0.6009697477477722,M,Other,Some High School,New York,0,M124A,1,0,0,2013-01-04,-67,1310,59,30,non-Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.535737181273761,-0.5014422240924729,-0.4538264593473362
M124A-034,300417,Always,56,1.1162499275405684,F,Black,Some College,New York,0,M124A,1,0,0,2013-04-03,22,425,21,11,Black,-0.40361822525500185,-1.3159972322937037,-1.0310690915177945,-0.6163711576033923,-0.5877014997926888,-0.4884916938398544
M124A-062,300381,Sometimes,25,-1.013102469816974,M,Black,College Degree,New York,0,M124A,1,0,0,2013-01-04,-67,1030,35,116,Black,-0.40361822525500185,-1.3159972322937037,-1.4764278155835828,-0.5612484958187292,-0.5559217666399776,-0.296920661118043
M204-114,900600,Sometimes,22,-1.219168830851575,F,Black,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,170,4.5,20,Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6396046762068454,-0.6251561852940983,-0.4720713196065563
M204-125,900695,Often,46,0.4293620574252321,M,Other,High School,New Jersey,94.72,M204,1,0,0,2013-02-04,-36,5070,247,91,non-Black,-0.15556364839597187,-1.3159972322937037,-1.321302866751679,-0.19315667166990397,-0.0746858074703521,-0.34253281176609335
M204-115,900601,Sometimes,34,-0.39490338671317143,F,Other,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,620,31,4,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5986043492595753,-0.5650016903978952,-0.5012630960213085
M204-112,900598,Never,19,-1.4252351918861759,M,Other,Some College,New Jersey,0,M204,1,0,0,2013-02-04,-36,450,20,56,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6140933616618773,-0.5899714807321681,-0.4063898226733638
M204-014,200823,Seldom,20,-1.356546404874642,F,Other,High School,New Jersey,2365.0399894715492,M204,1,0,0,2013-07-01,111,38335,1774,1757,non-Black,5.789994463121791,-1.3159972322937037,-0.5857103674520062,2.8376786081099645,3.39157508711464,2.6970609074199805
M204-107,900592,Seldom,51,0.7728059924829002,F,Other,Some College,New Jersey,0,M204,1,0,0,2013-02-04,-36,0,0,0,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6550936886091474,-0.6353710995217555,-0.5085610401249966
M204-011,200820,Always,40,0.01722933535603033,M,White,High School,New Jersey,663.04,M204,1,0,0,2013-07-01,111,17160,849,133,non-Black,1.3327638127582078,-1.3159972322937037,-0.5857103674520062,0.9083854456467535,1.2918427180962262,-0.26590439867736876
M204-118,900686,Never,18,-1.4939239788977094,M,Other,High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,1075,47,42,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5571484631240021,-0.5286819953662253,-0.431932627036272
M204-118,900685,Never,18,-1.4939239788977094,M,Other,High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,1075,47,42,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5571484631240021,-0.5286819953662253,-0.431932627036272
M204-016,200825,Never,53,0.9101835665059674,M,White,College Degree,New Jersey,0,M204,1,0,0,2013-07-01,111,2770,126.5,140,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.4027138982892846,-0.34821851067761567,-0.2531329964959147
M204-108,900593,Sometimes,57,1.184938714552102,F,Other,Some High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,35,2,4,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6519047742910264,-0.6308311376427967,-0.5012630960213085
M204-004,200811,Sometimes,20,-1.356546404874642,F,White,College Degree,New Jersey,0,M204,1,0,0,2013-07-01,111,2645,74,297,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.4141028779968597,-0.46739251000028237,0.033311309573841395
M204-005,200813,Always,51,0.7728059924829002,M,Other,College Degree,New Jersey,0,M204,1,0,1,2013-07-01,111,1735,66,118,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.4970146502680059,-0.4855523575161173,-0.293271689066199
M204-019,200828,Always,22,-1.219168830851575,M,White,College Degree,New Jersey,0,M204,1,0,0,2013-07-01,111,3730,156,217,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.31524653413510834,-0.2812540729629744,-0.11264757249991966
M204-120,900689,Never,18,-1.4939239788977094,M,Black,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,35,2,4,Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6519047742910264,-0.6308311376427967,-0.5012630960213085
M204-018,200827,Sometimes,18,-1.4939239788977094,M,Black,High School,New Jersey,0,M204,1,0,0,2013-07-01,111,610,17,53,Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.5995154676361812,-0.5967814235506063,-0.4118632807511298
M204-009,200818,Never,48,0.5667396314482993,M,Other,Some High School,New Jersey,0,M204,1,0,0,2013-07-01,111,1315,54,79,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.535281622085458,-0.5127921287898697,-0.3644266440771575
M204-007,200815,Never,67,1.8718265846674382,F,Asian,Graduate Degree,New Jersey,0,M204,1,0,0,2013-07-01,111,2015,89,133,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.4715033357230378,-0.4333427959080919,-0.26590439867736876
M204-008,200817,Never,26,-0.9444136828054404,F,Other,Some College,New Jersey,737.0999999999998,M204,1,0,1,2013-07-01,111,47260,1934,2680,non-Black,1.5267135800954093,-1.3159972322937037,-0.5857103674520062,3.6508517592308225,3.7547720374313385,4.381061509345999
M204-008,200816,Never,26,-0.9444136828054404,F,Other,Some College,New Jersey,737.0999999999998,M204,1,0,1,2013-07-01,111,47260,1934,2680,non-Black,1.5267135800954093,-1.3159972322937037,-0.5857103674520062,3.6508517592308225,3.7547720374313385,4.381061509345999
M204-017,200826,Seldom,24,-1.0817912568285077,M,Black,High School,New Jersey,0,M204,1,0,0,2013-07-01,111,1655,74,52,Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.5043035972808539,-0.46739251000028237,-0.4136877667770519
M204-106,900591,Never,18,-1.4939239788977094,F,Other,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,760,28,63,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5858486919870912,-0.5718116332163332,-0.3936184204919097
M204-012,200821,Seldom,33,-0.463592173724705,M,White,Some College,New Jersey,478.33599853518,M204,1,0,0,2013-07-01,111,7660,239,954,non-Black,0.8490573840470005,-1.3159972322937037,-0.5857103674520062,0.04282298787105077,-0.09284565498618702,1.231998628604604
M204-010,200819,Seldom,71,2.1465817327135728,F,Other,High School,New Jersey,518.5200119019,M204,1,0,0,2013-07-01,111,31065,1347,1113,non-Black,0.9542920592178128,-1.3159972322937037,-0.5857103674520062,2.1752955483174006,2.4222932259569507,1.5220919067262042
M204-116,900602,Sometimes,21,-1.2878576178631085,M,Other,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,460,19,32,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6131822432852713,-0.5922414616716475,-0.4501774872954921
M204-109,900594,Often,41,0.08591812236756395,F,Black,Associates Degree,New Jersey,0,M204,1,0,0,2013-02-04,-36,7740,243,765,Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,0.0501119348838988,-0.08376573122826955,0.8871707697053436
M204-119,900687,Never,28,-0.8070361087823732,F,White,Some High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,2120,105,21,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.4619365927686748,-0.39702310087642206,-0.4702468335806343
M204-119,900688,Never,28,-0.8070361087823732,F,White,Some High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,2120,105,21,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.4619365927686748,-0.39702310087642206,-0.4702468335806343
M204-123,900693,Always,25,-1.013102469816974,M,Black,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,360,16,5,Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6222934270513313,-0.5990514044900856,-0.4994386099953865
M204-020,200829,Never,24,-1.0817912568285077,M,Other,College Degree,New Jersey,0,M204,1,0,0,2013-07-01,111,1210,48,83,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.544848365039821,-0.5264120144267459,-0.35712869997346947
M204-113,900599,Never,35,-0.3262145997016378,F,Other,Some College,New Jersey,0,M204,1,0,1,2013-02-04,-36,740,35,5,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5876709287403032,-0.5559217666399776,-0.4994386099953865
M204-015,200824,Always,32,-0.5322809607362387,M,Asian,College Degree,New Jersey,279.12000179295,M204,1,0,0,2013-07-01,111,14527,667,633,non-Black,0.32734666006638646,-1.3159972322937037,-0.5857103674520062,0.668487977086393,0.8787061871109816,0.6463386142836379
M204-124,900694,Often,37,-0.18883702567857055,M,Other,Some High School,New Jersey,1136.64,M204,1,0,0,2013-02-04,-36,7520,368,160,non-Black,2.5730366970533582,-1.3159972322937037,-1.321302866751679,0.030067330598566734,0.1999818862066512,-0.21664327597747443
M204-110,900595,Sometimes,44,0.2919844834021648,F,Other,Some College,New Jersey,653.9520000000001,M204,1,0,0,2013-02-04,-36,5175,225,165,non-Black,1.3089639817352472,-1.3159972322937037,-1.321302866751679,-0.18358992871554095,-0.12462538813889815,-0.20752084584786437
M204-103,900588,Never,61,1.4596938625982365,M,Other,Some College,New Jersey,180.48000000000002,M204,1,0,0,2013-02-04,-36,7440,360,84,non-Black,0.06902630632774451,-1.3159972322937037,-1.321302866751679,0.022778383585718712,0.18182203869081626,-0.3553042139475474
M204-002,200809,Sometimes,50,0.7041172054713666,F,Black,High School,New Jersey,189.44000244142,M204,1,0,0,2013-07-01,111,1035,37,125,Black,0.09249093485669627,-1.3159972322937037,-0.5857103674520062,-0.5607929366304261,-0.551381804761019,-0.2805002868847449
M204-102,900587,Sometimes,49,0.6354284184598329,F,Other,Some High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,1220,49,90,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5439372466632151,-0.5241420334872665,-0.34435729779201535
M204-102,900586,Sometimes,49,0.6354284184598329,F,Other,Some High School,New Jersey,0,M204,1,0,1,2013-02-04,-36,1220,49,90,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5439372466632151,-0.5241420334872665,-0.34435729779201535
M204-001,200808,Always,68,1.9405153716789718,F,Other,Some College,New Jersey,0,M204,1,0,0,2013-07-01,111,1065,45,54,non-Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.5580595815006081,-0.533221957245184,-0.4100387947252078
M204-013,200822,Never,18,-1.4939239788977094,F,Black,Some High School,New Jersey,0,M204,1,0,0,2013-07-01,111,2210,100,75,Black,-0.40361822525500185,-1.3159972322937037,-0.5857103674520062,-0.45373652737922077,-0.4083730055738189,-0.3717245881808456
M204-003,200810,Always,74,2.3526480937481735,F,Asian,High School,New Jersey,213.70800447465004,M204,1,0,0,2013-07-01,111,18895,958,245,non-Black,0.15604445022374605,-1.3159972322937037,-0.5857103674520062,1.066464483987895,1.5392706404994771,-0.06156196377410329
M204-006,200814,Sometimes,20,-1.356546404874642,M,Other,High School,New Jersey,355.75999832154,M204,1,0,0,2013-07-01,111,11740,571,255,non-Black,0.5280529724542341,-1.3159972322937037,-0.5857103674520062,0.41455928552629995,0.6607880169209625,-0.04331710351488316
M204-105,900590,Never,30,-0.6696585347593059,M,Other,Associates Degree,New Jersey,0,M204,1,0,0,2013-02-04,-36,690,43,8,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.5922265206233333,-0.5377619191241427,-0.49396515191762047
M204-104,900589,Sometimes,54,0.978872353517501,F,Other,High School,New Jersey,0,M204,1,0,0,2013-02-04,-36,35,2,4,non-Black,-0.40361822525500185,-1.3159972322937037,-1.321302866751679,-0.6519047742910264,-0.6308311376427967,-0.5012630960213085
M204-121,900691,Sometimes,33,-0.463592173724705,F,Other,Some College,New Jersey,228.31200000000004,M204,1,0,1,2013-02-04,-36,12300,408,1332,non-Black,0.19428967753045912,-1.3159972322937037,-1.321302866751679,0.4655819146162361,0.2907811237858258,1.921654346403125
M204-121,900690,Sometimes,33,-0.463592173724705,F,Other,Some College,New Jersey,228.31200000000004,M204,1,0,1,2013-02-04,-36,12300,408,1332,non-Black,0.19428967753045912,-1.3159972322937037,-1.321302866751679,0.4655819146162361,0.2907811237858258,1.921654346403125
M207-018,200940,Seldom,42,0.15460690937909757,M,Black,Some College,New Jersey,435.71200561526,M207,1,4,0,2013-03-01,-11,16330,953,166,Black,0.737432843001888,-0.12131729992880867,-1.1962021015646598,0.8327626203884553,1.5279207358020803,-0.20569635982194234
M207-006,200927,Never,22,-1.219168830851575,F,Native,Some College,New Jersey,17.92,M207,1,4,0,2013-03-01,-11,7210,391,137,non-Black,-0.3566889809843745,-0.12131729992880867,-1.1962021015646598,0.001822660923780647,0.2521914478146766,-0.25860645457368076
M207-008,200930,Never,19,-1.4252351918861759,F,Black,Some College,New Jersey,1052.4800024414396,M207,1,4,0,2013-03-01,-11,18060,885,1122,Black,2.3526368598189227,-0.12131729992880867,-1.1962021015646598,0.9903860995412938,1.3735620319174833,1.5385122809595024
M207-021,200943,Always,18,-1.4939239788977094,F,Other,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,4620,269,39,non-Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.2341569986171741,-0.02474622680180604,-0.43740608511403806
M207-027,200951,Sometimes,63,1.5970714366213037,F,Native,Some College,New Jersey,857.7600000000301,M207,1,4,0,2013-03-01,-11,20520,845,963,non-Black,1.8427003330917995,-0.12131729992880867,-1.1962021015646598,1.2145212201863704,1.2827627943383086,1.2484190028379023
M207-007,200929,Sometimes,22,-1.219168830851575,M,Black,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,1100,54.5,26,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.5548706671824871,-0.51165713832013,-0.46112440345102423
M207-112,300410,Never,21,-1.2878576178631085,M,Black,Some College,New Jersey,0,M207,1,4,0,2013-11-03,236,1140,48,67,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5512261936760631,-0.5264120144267459,-0.38632047638822165
M207-109,300407,Sometimes,47,0.49805084443676567,F,Other,Some College,New Jersey,0,M207,1,4,0,2013-11-03,236,290,12,38,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6286712556875733,-0.6081313282480031,-0.43923057113996006
M207-105,300403,Never,20,-1.356546404874642,F,Black,Some College,New Jersey,0,M207,1,4,0,2013-11-03,236,1080,39,81,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5566929039356991,-0.5468418428820602,-0.36077767202531347
M207-104,300402,Always,60,1.3910050755867027,F,Other,Some High School,New Jersey,0,M207,1,4,0,2013-11-03,236,320,11.5,7,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6259379005577553,-0.6092663187177427,-0.49578963794354247
M207-012,200934,Never,18,-1.4939239788977094,M,White,High School,New Jersey,657.66168549318,M207,1,4,0,2013-03-01,-11,21145,1135,465,non-Black,1.3186789782015778,-0.12131729992880867,-1.1962021015646598,1.2714661187242455,1.941057266787325,0.3398249619287396
M207-034,200959,Seldom,50,0.7041172054713666,F,Black,Some College,New Jersey,0,M207,1,4,0,2013-10-01,203,2840,111,163,Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.3963360696530426,-0.38340321523954585,-0.21116981789970837
M207-002,200923,Seldom,21,-1.2878576178631085,F,Black,Associates Degree,New Jersey,56.83200073248002,M207,1,4,0,2013-03-01,-11,21810,1206.5,179,Black,-0.2547854772213509,-0.12131729992880867,-1.1962021015646598,1.332055490768545,2.1033609039600996,-0.18197804148495617
M207-115,300413,Sometimes,44,0.2919844834021648,F,Black,Some High School,New Jersey,0,M207,1,4,0,2013-11-03,236,590,27,5,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6013377043893933,-0.5740816141558126,-0.4994386099953865
M207-127,300400,Sometimes,30,-0.6696585347593059,F,White,Some College,New Jersey,0,M207,1,4,1,2013-11-03,236,985,37,59,non-Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5653485285134562,-0.551381804761019,-0.40091636459559776
M207-123,300396,Sometimes,42,0.15460690937909757,M,Black,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,430,17,28,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6159155984150892,-0.5967814235506063,-0.4574754313991802
M207-004,200926,Never,50,0.7041172054713666,M,White,High School,New Jersey,286.01600646976,M207,1,4,0,2013-03-01,-11,27317,1393,679,non-Black,0.3454060511361077,-0.12131729992880867,-1.1962021015646598,1.8338083807654706,2.5267123491730015,0.7302649714760505
M207-044,200969,Often,27,-0.8757248957939068,M,Other,High School,New Jersey,8.57999992371,M207,1,4,0,2013-10-01,203,9490,422,294,non-Black,-0.38114875470468096,-0.12131729992880867,-0.1253395515637757,0.2095576507899493,0.3225608569385369,0.027837851496075358
M207-005,200928,Seldom,58,1.2536275015636356,F,Black,Less than High School,New Jersey,340.992,M207,1,4,0,2013-03-01,-11,7470,330,689,Black,0.48937825143750613,-0.12131729992880867,-1.1962021015646598,0.025511738715536723,0.11372261050643528,0.7485098317352706
M207-031,200956,Never,46,0.4293620574252321,M,Black,High School,New Jersey,0,M207,1,4,0,2013-03-01,-11,1690,78,24,Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.501114682962733,-0.45831258624236493,-0.46477337550286824
M207-022,200944,Often,25,-1.013102469816974,M,Black,Some High School,New Jersey,13.68,M207,1,4,0,2013-03-01,-11,17330,725,866,Black,-0.3677927753876926,-0.12131729992880867,-1.1962021015646598,0.9238744580490555,1.0103650816007848,1.071443858323467
M207-032,200957,Always,60,1.3910050755867027,M,Black,College Degree,New Jersey,0,M207,1,4,0,2013-10-01,203,2790,113,136,Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,-0.40089166153607264,-0.3788632533605871,-0.26043094059960276
M207-025,200948,Never,24,-1.0817912568285077,F,Black,High School,New Jersey,983.6927999999997,M207,1,4,0,2013-03-01,-11,39040,1798,1620,Black,2.172495597203553,-0.12131729992880867,-1.1962021015646598,2.901912453660688,3.446054629662145,2.447106321868665
M207-025,200947,Never,24,-1.0817912568285077,F,Black,High School,New Jersey,983.6927999999997,M207,1,4,0,2013-03-01,-11,39040,1798,1620,Black,2.172495597203553,-0.12131729992880867,-1.1962021015646598,2.901912453660688,3.446054629662145,2.447106321868665
M207-025,200949,Never,24,-1.0817912568285077,F,Black,High School,New Jersey,983.6927999999997,M207,1,4,0,2013-03-01,-11,39040,1798,1620,Black,2.172495597203553,-0.12131729992880867,-1.1962021015646598,2.901912453660688,3.446054629662145,2.447106321868665
M207-033,200958,Sometimes,26,-0.9444136828054404,F,Black,Some College,New Jersey,5.6,M207,1,4,0,2013-10-01,203,8050,293,126,Black,-0.3889528364204308,-0.12131729992880867,-0.1253395515637757,0.07835660455868489,0.029733315745698742,-0.2786758008588229
M207-040,200965,Often,47,0.49805084443676567,F,White,High School,New Jersey,142.08000000001,M207,1,4,0,2013-10-01,203,6480,119,1080,non-Black,-0.03153635996643072,-0.12131729992880867,-0.1253395515637757,-0.06468898056845757,-0.3652433677237109,1.4618838678707777
M207-014,200936,Sometimes,23,-1.1504800438400413,F,White,Some College,New Jersey,0,M207,1,4,0,2013-03-01,-11,2180,118,29,non-Black,-0.40361822525500185,-0.12131729992880867,-1.1962021015646598,-0.4564698825090388,-0.3675133486631903,-0.4556509453732582
M207-124,300397,Sometimes,42,0.15460690937909757,F,Black,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,780,38,12,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5840264552338792,-0.5491118238215396,-0.4866672078139324
M207-113,300411,Never,68,1.9405153716789718,F,Black,Some High School,New Jersey,0,M207,1,4,0,2013-11-03,236,280,6,45,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6295823740641794,-0.6217512138848793,-0.42645916895850594
M207-111,300409,Often,50,0.7041172054713666,F,Black,Some College,New Jersey,0,M207,1,4,0,2013-11-03,236,670,47,5,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.5940487573765453,-0.5286819953662253,-0.4994386099953865
M207-019,200941,Always,46,0.4293620574252321,M,Black,High School,New Jersey,227.32800292971,M207,1,4,0,2013-03-01,-11,4390,124,476,Black,0.19171276687905162,-0.12131729992880867,-1.1962021015646598,-0.25511272127911216,-0.3538934630263141,0.3598943082138818
M207-106,300404,Seldom,32,-0.5322809607362387,F,Black,High School,New Jersey,0,M207,1,4,0,2013-11-03,236,230,11,0,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6341379659472094,-0.6104013091874825,-0.5085610401249966
M207-024,200946,Often,59,1.3223162885751691,F,White,High School,New Jersey,2.368,M207,1,4,0,2013-03-01,-11,4970,91,738,non-Black,-0.3974168608335261,-0.12131729992880867,-1.1962021015646598,-0.20226785543596398,-0.42880283402913316,0.8379096470054492
M207-043,200968,Sometimes,62,1.52838264960977,F,Asian,High School,New Jersey,199.424,M207,1,4,0,2013-10-01,203,11175,486.5,268,non-Black,0.11863722169955047,-0.12131729992880867,-0.1253395515637757,0.36308109724806076,0.46897462753495606,-0.019598785177896986
M207-013,200935,Always,34,-0.39490338671317143,F,Black,College Degree,New Jersey,94.72000122071,M207,1,4,0,2013-03-01,-11,5767,47,1227,Black,-0.15556364519915278,-0.12131729992880867,-1.1962021015646598,-0.12965172082046555,-0.5286819953662253,1.7300833136813139
M207-041,200966,Never,26,-0.9444136828054404,F,Black,High School,New Jersey,0,M207,1,4,0,2013-10-01,203,9080,455,8,Black,-0.40361822525500185,-0.12131729992880867,-0.1253395515637757,0.17220179734910318,0.397470227941356,-0.49396515191762047
M207-118,901020,Often,53,0.9101835665059674,F,Black,Graduate Degree,New Jersey,0,M207,1,4,0,2013-11-03,236,530,23,7,Black,-0.40361822525500185,-0.12131729992880867,0.03979345848308962,-0.6068044146490292,-0.58316153791373,-0.49578963794354247
